0.000000  0.000000  835.181385  
0.000000  0.000000  803.357773  
221.791541  0.000000  780.455737  
838.781048  46.402074  0.000000  
0.011674  856.428514  0.000000  
300.649106  784.043681  0.000000  
238.699901  148.057136  765.040849  
202.113121  438.978311  648.037925  
788.523907  120.829369  103.443368  
37.205757  543.662647  597.126681  
123.745227  299.076310  743.005819  
570.243139  45.297020  575.869755  
363.816619  287.035716  675.420193  
353.708246  104.277727  713.156384  
759.600451  32.247032  256.621852  
798.035517  21.845160  68.908012  
11.421878  628.617979  523.251312  
269.697327  761.977359  37.415205  
135.028016  372.244173  704.082238  
0.023411  806.032983  0.807828  
500.810334  154.399858  613.871023  
156.543311  90.474158  787.982931  
637.347647  445.395173  216.983124  
379.849501  515.214309  490.997576  
142.296633  497.918417  632.946922  
704.022764  190.453069  336.041977  
182.586767  771.115574  153.990833  
54.293308  692.733415  403.344451  
671.191526  214.301474  399.949130  
654.222312  208.883456  472.107385  
604.238821  317.236756  452.514020  
71.099532  783.115463  160.085679  
326.686269  57.993448  731.487023  
524.304093  71.680435  628.835485  
537.081764  573.713011  180.578164  
490.205573  173.641559  616.631279  
479.074104  641.687217  63.971756  
80.319233  590.963087  559.631704  
0.017465  841.691126  0.000000  
251.787970  556.720890  546.898890  
433.907407  665.660046  119.647480  
462.851771  420.236135  508.218110  
322.628275  167.425356  726.066456  
521.328530  300.601352  536.814603  
687.279939  264.159953  318.692462  
624.004667  237.454800  465.884743  
591.929053  341.310063  429.171534  
684.939750  392.370090  193.272975  
310.178820  735.904430  87.013919  
681.096945  305.892590  308.173077  
564.845081  458.297533  347.636239  
727.722048  225.975571  261.047156  
449.511126  671.869600  96.955587  
174.077637  684.522903  414.193773  
90.097824  778.496095  174.541477  
804.041861  0.000000  0.082858  
774.772115  169.186432  148.298465  
614.639219  354.404889  414.576813  
544.545941  474.939210  367.472947  
99.600562  79.313936  797.661860  
712.449301  273.833940  247.226390  
547.210119  584.532163  134.304065  
410.119189  556.271033  432.143800  
5.787889  551.356940  604.197802  
591.494016  537.034045  104.738595  
96.424793  745.704323  288.476490  
628.031532  362.126982  383.993142  
739.732520  324.589374  79.088988  
363.593949  493.165858  523.245941  
582.993576  471.688980  289.463578  
724.805564  199.175869  305.932307  
129.876058  704.935971  389.766508  
695.558802  401.063636  25.488208  
347.284081  725.084567  22.624374  
775.266785  235.451730  11.855116  
278.074756  648.801841  413.942449  
418.101666  686.933016  121.792352  
393.953082  601.356822  359.399832  
638.879624  259.751714  461.014252  
657.853790  464.268781  58.571323  
207.778200  714.158464  344.063826  
463.465378  624.523416  196.335025  
695.901258  194.038461  380.224038  
82.961214  687.148817  444.918453  
332.274876  509.744950  541.628806  
399.041572  703.510180  85.396500  
638.457882  483.485141  58.257406  
582.109497  519.335614  225.056704  
293.156358  604.732499  456.495320  
125.338963  794.193877  80.518568  
395.646372  646.189191  270.489002  
0.000000  0.000000  830.545700  
641.098898  485.485103  7.418595  
463.149609  657.730265  135.049559  
373.575507  570.251103  430.752622  
277.175569  715.989822  236.916083  
716.734560  275.481004  233.533987  
46.767204  596.707148  539.867595  
708.484633  378.564587  11.753421  
467.718166  597.533015  263.421994  
