0.280775  0.925351  
1.000000  0.001079  
1.000000  0.001079  
0.610177  0.628425  
0.574229  0.670979  
0.976953  0.046618  
0.395455  0.844239  
0.620066  0.616266  
0.415898  0.827662  
0.825956  0.318704  
0.816580  0.334096  
0.985913  0.029039  
0.293487  0.914452  
0.752150  0.435116  
0.761988  0.420228  
0.636369  0.595793  
0.808065  0.347923  
0.552514  0.695433  
0.517439  0.732941  
0.538514  0.710699  
0.956583  0.085983  
0.884176  0.219195  
0.432508  0.813578  
0.991513  0.017973  
0.563746  0.682901  
0.335033  0.888353  
0.650020  0.578242  
0.783044  0.387712  
0.834728  0.304145  
0.327849  0.893113  
0.921063  0.152641  
0.632412  0.600811  
0.767660  0.411557  
0.938379  0.120460  
0.967954  0.064111  
0.346497  0.880544  
0.943307  0.111192  
0.475047  0.774992  
0.854745  0.270345  
0.802437  0.356983  
0.718491  0.484589  
0.842291  0.291468  
0.742704  0.449229  
0.386173  0.851491  
0.364234  0.867945  
0.374389  0.860448  
0.997280  0.006509  
0.281191  0.921514  
0.860544  0.260403  
0.790377  0.376181  
0.949973  0.098577  
0.724061  0.476558  
0.358875  0.871818  
0.932891  0.130724  
0.961692  0.076187  
0.699734  0.511176  
0.704330  0.504727  
0.351267  0.877218  
0.526180  0.723824  
0.734613  0.461175  
0.863568  0.255192  
0.728015  0.470821  
0.306001  0.906954  
0.509431  0.741160  
0.847742  0.282261  
0.868461  0.246722  
0.458794  0.790161  
0.837674  0.299221  
0.914230  0.165175  
0.449381  0.798706  
0.448813  0.799215  
0.948399  0.101564  
0.306482  0.906659  
0.317183  0.899989  
0.874603  0.236022  
0.850163  0.278153  
0.317466  0.899810  
0.664409  0.559339  
0.773723  0.402216  
0.545520  0.703108  
0.421630  0.822864  
0.657347  0.568668  
0.925026  0.145328  
0.388773  0.849477  
0.797480  0.364908  
0.673298  0.547455  
0.746336  0.443823  
0.490044  0.760527  
0.874603  0.236022  
0.930292  0.135564  
0.683645  0.533422  
0.888704  0.211171  
0.712892  0.492599  
0.496640  0.754022  
0.506552  0.744083  
0.483073  0.767306  
0.778142  0.395362  
0.694943  0.517855  
0.546894  0.701609  
0.483073  0.767306  
