0.000000  1.003071  
1.000000  0.001257  
0.404356  0.366220  
0.438063  0.340197  
0.573863  0.244376  
0.597635  0.228830  
0.259995  0.492511  
0.776460  0.120603  
0.235089  0.517460  
0.047865  0.784076  
0.322545  0.434300  
0.352414  0.408506  
0.553750  0.257505  
0.000889  0.973220  
0.475426  0.312518  
0.027233  0.837813  
0.193772  0.561785  
0.004018  0.939576  
0.209463  0.544707  
0.160916  0.601355  
0.657684  0.190869  
0.972014  0.015658  
0.060698  0.756330  
0.012075  0.892489  
0.849327  0.079776  
0.017747  0.869652  
0.009401  0.905956  
0.185210  0.572060  
0.799643  0.107594  
0.217215  0.536307  
0.021232  0.857164  
0.711066  0.158531  
0.613392  0.218689  
0.460028  0.323847  
0.760392  0.129729  
0.622690  0.212821  
0.817325  0.097642  
0.867002  0.070514  
0.005503  0.928768  
0.295136  0.459077  
0.034674  0.816565  
0.451771  0.329922  
0.637951  0.203125  
0.723213  0.151440  
0.539690  0.267305  
0.506768  0.290171  
0.229431  0.523336  
0.674945  0.180316  
0.388620  0.378765  
0.042334  0.797001  
0.281188  0.471999  
0.266756  0.485806  
0.491497  0.300940  
0.516504  0.283351  
0.838183  0.086155  
0.828319  0.091261  
0.697332  0.166785  
0.645667  0.198324  
0.000156  0.990572  
0.750606  0.135359  
0.172954  0.586135  
0.145079  0.621609  
0.734635  0.144644  
0.277243  0.475801  
0.803074  0.105625  
0.091779  0.699657  
0.690967  0.170561  
0.037329  0.809059  
0.174548  0.584653  
0.525916  0.276752  
0.874986  0.066246  
0.137876  0.631178  
0.494863  0.298596  
0.680302  0.177019  
0.741133  0.140854  
0.900123  0.052887  
0.889776  0.058057  
0.957445  0.022797  
0.916745  0.043841  
0.151996  0.612604  
0.531951  0.272653  
0.884029  0.061427  
0.062496  0.752687  
0.082263  0.715814  
0.384231  0.382370  
0.068230  0.741580  
0.069799  0.738529  
0.084719  0.711555  
0.076185  0.726691  
0.075607  0.727680  
0.950472  0.026688  
0.924972  0.039841  
0.301372  0.453246  
0.966714  0.018346  
0.106889  0.675621  
0.909208  0.048083  
0.150331  0.614762  
0.376481  0.388560  
0.122736  0.652206  
0.314199  0.441673  
